"0","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.47213595499958","0","","","","","","","","","","","","","","","","","","","","","","","",""
"4","3.46410161513775","0","","","","","","","","","","","","","","","","","","","","","","",""
"4.24264068711928","2.44948974278318","2.44948974278318","0","","","","","","","","","","","","","","","","","","","","","",""
"4.47213595499958","0","3.46410161513775","2.44948974278318","0","","","","","","","","","","","","","","","","","","","","",""
"4.47213595499958","2","4","3.16227766016838","2","0","","","","","","","","","","","","","","","","","","","",""
"3.74165738677394","2.44948974278318","3.74165738677394","3.46410161513775","2.44948974278318","3.16227766016838","0","","","","","","","","","","","","","","","","","","",""
"4.24264068711928","2.44948974278318","3.74165738677394","2.82842712474619","2.44948974278318","3.16227766016838","3.46410161513775","0","","","","","","","","","","","","","","","","","",""
"4","2.82842712474619","3.46410161513775","3.74165738677394","2.82842712474619","2.82842712474619","3.74165738677394","3.74165738677394","0","","","","","","","","","","","","","","","","",""
"4","2.82842712474619","4","3.16227766016838","2.82842712474619","3.46410161513775","3.16227766016838","3.16227766016838","4","0","","","","","","","","","","","","","","","",""
"4.24264068711928","2.44948974278318","3.74165738677394","3.46410161513775","2.44948974278318","3.16227766016838","3.46410161513775","2.82842712474619","3.16227766016838","3.16227766016838","0","","","","","","","","","","","","","","",""
"4","3.46410161513775","4","3.74165738677394","3.46410161513775","4","2.44948974278318","2.44948974278318","4.47213595499958","3.46410161513775","3.74165738677394","0","","","","","","","","","","","","","",""
"3.46410161513775","2.82842712474619","4","3.74165738677394","2.82842712474619","3.46410161513775","1.4142135623731","3.16227766016838","4","3.46410161513775","3.74165738677394","2.82842712474619","0","","","","","","","","","","","","",""
"4","4.47213595499958","2.82842712474619","3.74165738677394","4.47213595499958","4.89897948556636","4.24264068711928","4.24264068711928","4.47213595499958","3.46410161513775","4.24264068711928","4","4.47213595499958","0","","","","","","","","","","","",""
"3.74165738677394","3.74165738677394","3.16227766016838","2.82842712474619","3.74165738677394","4.24264068711928","4.47213595499958","2.82842712474619","4.24264068711928","3.74165738677394","4","3.74165738677394","4.24264068711928","3.74165738677394","0","","","","","","","","","","",""
"3.46410161513775","4","4.47213595499958","4.24264068711928","4","4.47213595499958","3.16227766016838","3.74165738677394","4.89897948556636","2.82842712474619","4.24264068711928","3.46410161513775","2.82842712474619","4","4.24264068711928","0","","","","","","","","","",""
"4.47213595499958","4.47213595499958","4","4.24264068711928","4.47213595499958","4.89897948556636","4.69041575982343","4.69041575982343","4","4","3.74165738677394","4.89897948556636","4.89897948556636","4","4.24264068711928","4.47213595499958","0","","","","","","","","",""
"4.24264068711928","5.09901951359278","4.24264068711928","4.89897948556636","5.09901951359278","5.09901951359278","4.89897948556636","4.47213595499958","4.69041575982343","4.24264068711928","4.47213595499958","4.24264068711928","4.69041575982343","3.74165738677394","4.47213595499958","4.24264068711928","4.24264068711928","0","","","","","","","",""
"4.47213595499958","2.82842712474619","4","3.74165738677394","2.82842712474619","3.46410161513775","3.74165738677394","3.16227766016838","2.82842712474619","3.46410161513775","1.4142135623731","4","4","4.47213595499958","4.24264068711928","4.47213595499958","3.46410161513775","4.69041575982343","0","","","","","","",""
"4.69041575982343","2.44948974278318","3.74165738677394","3.46410161513775","2.44948974278318","3.16227766016838","3.46410161513775","3.46410161513775","2.44948974278318","3.74165738677394","2","4.24264068711928","3.74165738677394","4.69041575982343","4.47213595499958","4.69041575982343","3.74165738677394","4.89897948556636","2.44948974278318","0","","","","","",""
"3.46410161513775","4","2.82842712474619","3.16227766016838","4","4","4.24264068711928","3.74165738677394","3.46410161513775","4","3.74165738677394","4","4.47213595499958","3.46410161513775","3.74165738677394","4.47213595499958","3.46410161513775","4.24264068711928","4","3.74165738677394","0","","","","",""
"3.74165738677394","3.16227766016838","3.74165738677394","3.46410161513775","3.16227766016838","3.74165738677394","3.46410161513775","3.46410161513775","3.74165738677394","1.4142135623731","2.82842712474619","3.74165738677394","3.74165738677394","3.16227766016838","4","3.16227766016838","4.24264068711928","4","3.16227766016838","3.46410161513775","3.74165738677394","0","","","",""
"4.47213595499958","0","3.46410161513775","2.44948974278318","0","2","2.44948974278318","2.44948974278318","2.82842712474619","2.82842712474619","2.44948974278318","3.46410161513775","2.82842712474619","4.47213595499958","3.74165738677394","4","4.47213595499958","5.09901951359278","2.82842712474619","2.44948974278318","4","3.16227766016838","0","","",""
"4.24264068711928","3.16227766016838","3.74165738677394","4","3.16227766016838","3.16227766016838","3.46410161513775","3.46410161513775","3.16227766016838","3.74165738677394","3.46410161513775","3.74165738677394","3.74165738677394","4.24264068711928","4","4.24264068711928","3.74165738677394","4.89897948556636","3.74165738677394","3.46410161513775","3.16227766016838","4","3.16227766016838","0","",""
"4.69041575982343","1.4142135623731","3.74165738677394","2.82842712474619","1.4142135623731","1.4142135623731","2.82842712474619","2.82842712474619","3.16227766016838","3.16227766016838","2.82842712474619","3.74165738677394","3.16227766016838","4.69041575982343","4","4.24264068711928","4.69041575982343","5.29150262212918","3.16227766016838","2.82842712474619","4.24264068711928","3.46410161513775","1.4142135623731","2.82842712474619","0",""
"4.47213595499958","0","3.46410161513775","2.44948974278318","0","2","2.44948974278318","2.44948974278318","2.82842712474619","2.82842712474619","2.44948974278318","3.46410161513775","2.82842712474619","4.47213595499958","3.74165738677394","4","4.47213595499958","5.09901951359278","2.82842712474619","2.44948974278318","4","3.16227766016838","0","3.16227766016838","1.4142135623731","0"
